"",nfeature,imputation,independent,TPR,FPR,TNR,FNR,F1,Accuracy
1,3500,KNN,FALSE,0.0160843039378813,0.0159012345679012,0.984098765432099,0.983915696062119,0.0250539956803456,0.929858909814159
2,1900,None,FALSE,0.0166389351081531,0.0358847736625514,0.964115226337448,0.983361064891847,0.0205268559698939,0.911026166946361
3,1800,None,TRUE,0.00998336106489185,0.0338106995884774,0.966189300411523,0.990016638935108,0.0126404494382022,0.912611100752067
4,700,ALRA,FALSE,0,0,1,1,0,0.943967928398285
5,4600,None,TRUE,0.0271769273433167,0.0312427983539095,0.96875720164609,0.972823072656683,0.0349875044626919,0.915998508297595
6,4700,KNN,TRUE,0.021630615640599,0.0197201646090535,0.980279835390947,0.978369384359401,0.0319541171650963,0.926564733668966
7,4100,None,TRUE,0.0255130338325014,0.0329218106995885,0.967078189300411,0.974486966167499,0.0322920322920323,0.914320343091553
8,1800,ALRA,TRUE,0,0,1,1,0,0.943967928398285
9,2900,None,TRUE,0.00998336106489185,0.0323950617283951,0.967604938271605,0.990016638935108,0.0128342245989305,0.913947417490211
10,3000,ALRA,TRUE,0.00277315585135885,0.0317366255144033,0.968263374485597,0.997226844148641,0.00360750360750361,0.914164957424327
11,3100,KNN,TRUE,0.0160843039378813,0.0124115226337449,0.987588477366255,0.983915696062119,0.0262562245359891,0.933153085959351
12,900,ALRA,FALSE,0.0327232390460344,0.0205761316872428,0.979423868312757,0.967276760953966,0.0474467229593888,0.926378270868295
13,3100,KNN,TRUE,0.0160843039378813,0.0124115226337449,0.987588477366255,0.983915696062119,0.0262562245359891,0.933153085959351
14,3200,KNN,TRUE,0.014420410427066,0.0146502057613169,0.985349794238683,0.985579589572934,0.0228671943711522,0.930946609484741
15,1300,ALRA,TRUE,0.00110926234054354,0.0198518518518519,0.980148148148148,0.998890737659456,0.00166112956810631,0.925290571197713
16,3300,KNN,FALSE,0.014420410427066,0.0138930041152263,0.986106995884774,0.985579589572934,0.0231008440693025,0.931661383553981
17,3900,KNN,TRUE,0.0166389351081531,0.016,0.984,0.983361064891847,0.0258732212160414,0.929796755547268
18,1200,ALRA,TRUE,0.00110926234054354,0.024,0.976,0.998890737659456,0.0015785319652723,0.921374852383616
19,3000,ALRA,TRUE,0.00942872989462008,0.0239670781893004,0.9760329218107,0.99057127010538,0.0133437990580848,0.921872086518739
20,1100,None,FALSE,0.0133111480865225,0.0337119341563786,0.966288065843621,0.986688851913478,0.0168361978253244,0.912890794953073
21,4600,KNN,TRUE,0.0205213533000555,0.0174814814814815,0.982518518518519,0.979478646699945,0.0312104597216364,0.92861582447635
22,1300,KNN,TRUE,0.0122018857459789,0.0228477366255144,0.977152263374485,0.987798114254021,0.0174672489082969,0.923084094723103
23,2300,None,FALSE,0.0171935662784248,0.0349958847736625,0.965004115226338,0.982806433721575,0.02140144977563,0.911896326682827
24,4000,KNN,TRUE,0.0199667221297837,0.0181399176954733,0.981860082304527,0.980033277870216,0.0301255230125523,0.927963204674001
25,1800,None,FALSE,0.0160843039378813,0.034962962962963,0.965037037037037,0.983915696062119,0.0200414651002073,0.911865249549382
26,2100,None,TRUE,0.0122018857459789,0.0353909465020576,0.964609053497942,0.987798114254021,0.0151724137931034,0.911243706880477
27,4700,KNN,FALSE,0.021630615640599,0.0208724279835391,0.979127572016461,0.978369384359401,0.031502423263328,0.925477033998384
28,4300,ALRA,FALSE,0.00554631170271769,0,1,0.994453688297282,0.0110314396028682,0.944278699732737
29,1600,ALRA,FALSE,0.0110926234054354,0.0214979423868313,0.978502057613169,0.988907376594565,0.0161550888529887,0.924296102927466
30,1900,None,FALSE,0.0166389351081531,0.0358847736625514,0.964115226337448,0.983361064891847,0.0205268559698939,0.911026166946361
31,3600,KNN,FALSE,0.0166389351081531,0.0167572016460905,0.983242798353909,0.983361064891847,0.0256191289496157,0.929081981478028
32,4600,None,FALSE,0.0305047143649473,0.0333827160493827,0.966617283950617,0.969495285635053,0.0383008356545961,0.914164957424327
33,4900,KNN,FALSE,0.0205213533000555,0.0214650205761317,0.978534979423868,0.979478646699945,0.0296950240770466,0.92485549132948
34,1100,None,TRUE,0.00443704936217415,0.033283950617284,0.966716049382716,0.995562950637826,0.00566973777462792,0.912797563552738
35,1300,ALRA,TRUE,0.00110926234054354,0.0237695473251029,0.976230452674897,0.998890737659456,0.00158290462999604,0.921592392317733
36,4500,ALRA,TRUE,0.0438158624514698,0.0235061728395062,0.976493827160494,0.95618413754853,0.0608628659476117,0.924233948660575
37,1400,KNN,FALSE,0.014420410427066,0.0193909465020576,0.980609053497942,0.985579589572934,0.021505376344086,0.926471502268631
38,2700,ALRA,TRUE,0.00166389351081531,0.0365761316872428,0.963423868312757,0.998336106489185,0.00205690778196777,0.909534464540991
39,3100,None,FALSE,0.021630615640599,0.0346008230452675,0.965399176954732,0.978369384359401,0.0269616315243692,0.912517869351731
40,1100,KNN,FALSE,0.0177481974486966,0.0209711934156379,0.979028806584362,0.982251802551303,0.0258899676375405,0.925166262663932
41,3100,KNN,TRUE,0.0160843039378813,0.0124115226337449,0.987588477366255,0.983915696062119,0.0262562245359891,0.933153085959351
42,3600,ALRA,FALSE,0.0271769273433167,0.0315390946502058,0.968460905349794,0.972823072656683,0.0348754448398577,0.915718814096588
43,4200,KNN,TRUE,0.0199667221297837,0.0176131687242798,0.98238683127572,0.980033277870216,0.0303285593934288,0.928460438809124
44,2900,None,TRUE,0.00998336106489185,0.0323950617283951,0.967604938271605,0.990016638935108,0.0128342245989305,0.913947417490211
45,3800,ALRA,TRUE,0.0515806988352745,0.0343703703703704,0.96562962962963,0.948419301164726,0.063265306122449,0.914413574491889
46,3300,ALRA,TRUE,0.0127565169162507,0.0609053497942387,0.939094650205761,0.987243483083749,0.0125136017410229,0.887190005593884
47,900,ALRA,FALSE,0.0399334442595674,0.0219259259259259,0.978074074074074,0.960066555740433,0.0566706021251476,0.925508111131829
48,1200,KNN,FALSE,0.0194120909595119,0.022156378600823,0.977843621399177,0.980587909040488,0.0278773397052967,0.92414071726024
49,1600,KNN,FALSE,0.0149750415973378,0.0202139917695473,0.979786008230453,0.985024958402662,0.0220949263502455,0.925725651065946
50,1700,ALRA,TRUE,0,0.000954732510288066,0.999045267489712,1,0,0.943066691528373
51,2000,None,TRUE,0.0127565169162507,0.0355884773662551,0.964411522633745,0.987243483083749,0.0158238734090127,0.911088321213251
